"","BHI_1","BHI_2","BHI_3","Serum_1","Serum_2","Serum_3"
"NHECHLLE_01616",66,83,77,153,230,172
"NHECHLLE_01617",781,1339,861,473,780,707
"NHECHLLE_01618",91,99,78,102,96,98
"NHECHLLE_01619",41,39,40,18,32,33
"NHECHLLE_01620",27,24,16,22,24,26
"NHECHLLE_01621",24,16,16,10,19,18
"NHECHLLE_01622",27,40,28,31,44,38
"NHECHLLE_01623",338,361,325,244,325,290
"NHECHLLE_01624",525,466,432,1341,1386,1428
"NHECHLLE_01625",466,402,384,895,884,1051
"NHECHLLE_01626",358,415,355,443,504,518
"NHECHLLE_01627",3,4,5,2,1,4
"NHECHLLE_01628",602,649,635,348,392,352
"NHECHLLE_01629",5248,5143,4465,2468,2642,2530
"NHECHLLE_01630",3286,3147,2783,1084,1355,1041
"NHECHLLE_01631",1678,1752,1605,424,442,438
"NHECHLLE_01632",2748,2535,2224,407,519,493
"NHECHLLE_01633",2339,2089,2094,550,610,556
"NHECHLLE_01634",926,983,962,644,766,765
"NHECHLLE_01635",559,623,526,333,424,377
"NHECHLLE_01636",61290,61597,54789,16909,19176,18594
"NHECHLLE_01637",12545,12428,11783,2294,2764,2516
"NHECHLLE_01638",22587,23342,20642,3566,4278,4327
"NHECHLLE_01639",98,94,91,52,55,63
"NHECHLLE_01640",167,156,159,80,89,94
"NHECHLLE_01641",10,17,12,8,8,10
"NHECHLLE_01642",461,531,486,488,573,532
"NHECHLLE_01643",82,72,109,1034,1217,1066
"NHECHLLE_01644",370,324,259,838,939,756
"NHECHLLE_01645",604,497,482,1170,1257,1075
"NHECHLLE_01646",17370,16249,14185,22512,24815,22768
"NHECHLLE_01647",26,31,33,29,35,19
"NHECHLLE_01648",36,28,27,57,71,60
"NHECHLLE_01649",3715,3816,3803,2097,2495,2101
"NHECHLLE_01650",266,328,320,281,440,361
"NHECHLLE_01651",3473,3693,3312,6893,7472,7000
"NHECHLLE_01652",1381,1351,1335,2777,2992,2652
"NHECHLLE_01653",2822,2703,2398,7614,8083,7930
"NHECHLLE_01654",8733,9291,8285,2558,3084,2810
"NHECHLLE_01655",7299,7502,6679,6221,7140,6789
"NHECHLLE_01656",492,520,500,203,287,241
"NHECHLLE_01657",18,21,17,12,16,14
"NHECHLLE_01658",8,18,17,3,10,6
"NHECHLLE_01659",1358,1529,1369,865,1034,947
"NHECHLLE_01660",210,198,234,160,245,201
"NHECHLLE_01661",2213,2189,1987,1568,2030,1679
"NHECHLLE_01662",213,236,191,208,218,260
"NHECHLLE_01663",146,175,155,104,149,106
"NHECHLLE_01664",0,2,1,0,0,1
"NHECHLLE_01665",60,61,69,80,104,84
"NHECHLLE_01666",10,15,11,8,15,14
"NHECHLLE_01667",1,0,0,0,0,2
"NHECHLLE_01668",4,8,7,3,3,2
"NHECHLLE_01669",5,5,8,7,10,8
"NHECHLLE_01670",1,3,1,1,0,0
"NHECHLLE_01671",20,22,32,17,18,18
"NHECHLLE_01672",114,136,103,132,142,129
"NHECHLLE_01673",1644,1728,1642,1237,1513,1279
"NHECHLLE_01674",2060,2024,1818,2215,2551,2260
"NHECHLLE_01675",132,151,149,103,123,108
"NHECHLLE_01676",31,47,24,19,23,18
"NHECHLLE_01677",110,142,104,95,88,95
"NHECHLLE_01678",258,231,226,202,252,278
"NHECHLLE_01679",2335,2420,2307,2063,2279,2072
"NHECHLLE_01680",891,1208,924,1586,2049,1905
"NHECHLLE_01681",229,171,239,188,205,179
"NHECHLLE_01682",457,486,407,220,291,234
"NHECHLLE_01683",4506,4933,3916,3868,4849,4238
"NHECHLLE_01684",88,99,102,79,66,80
"NHECHLLE_01685",86,61,69,36,58,58
"NHECHLLE_01686",32,35,28,24,22,21
"NHECHLLE_01687",150,103,97,90,82,85
"NHECHLLE_01688",260,203,172,109,141,123
"NHECHLLE_01689",221,161,162,137,155,143
"NHECHLLE_01690",13,15,8,7,11,6
"NHECHLLE_01691",70,56,41,65,75,72
"NHECHLLE_01692",430,411,362,534,580,584
"NHECHLLE_01693",470,540,451,341,449,412
"NHECHLLE_01694",1223,1263,1215,1796,2216,2034
"NHECHLLE_01695",365,364,396,470,526,475
"NHECHLLE_01696",165,195,147,49,69,53
"NHECHLLE_01697",20,24,26,6,7,12
"NHECHLLE_01698",13,16,11,6,6,6
"NHECHLLE_01699",2,1,0,0,0,0
"NHECHLLE_01700",497,491,454,125,131,110
"NHECHLLE_01701",393,407,373,87,93,85
"NHECHLLE_01702",1658,1496,1311,471,474,445
"NHECHLLE_01703",64,57,59,78,118,98
"NHECHLLE_01704",96,90,75,130,121,113
"NHECHLLE_01705",1484,1656,1526,539,650,589
"NHECHLLE_01706",4444,4503,4443,579,653,593
"NHECHLLE_01707",243,265,249,178,160,201
"NHECHLLE_01708",685,667,471,149,235,187
"NHECHLLE_01709",560,550,500,1250,1449,1236
"NHECHLLE_01710",910,972,818,1884,2350,1985
"NHECHLLE_01711",517,549,466,1447,1565,1523
"NHECHLLE_01712",331,311,263,1073,1150,1172
"NHECHLLE_01713",220,240,202,325,341,338
"NHECHLLE_01714",55,46,35,100,111,68
"NHECHLLE_01715",13,7,14,13,13,13
"NHECHLLE_01716",2308,2256,1888,1080,1227,1150
"NHECHLLE_01717",712,678,722,643,781,748
"NHECHLLE_01718",55,75,66,73,87,73
"NHECHLLE_01719",127,158,127,120,115,138
"NHECHLLE_01720",102,105,88,61,79,74
"NHECHLLE_01721",341,328,304,372,457,436
"NHECHLLE_01722",1462,1569,1404,2121,2450,2255
"NHECHLLE_01723",604,496,529,1008,1000,902
"NHECHLLE_01724",293,244,275,401,418,353
"NHECHLLE_01725",1054,974,856,1702,1956,1839
"NHECHLLE_01726",1154,1200,1016,1716,2064,1855
"NHECHLLE_01727",1178,1003,1066,1752,1992,1839
"NHECHLLE_01728",673,856,582,425,528,560
"NHECHLLE_01729",644,676,532,1101,1219,1289
"NHECHLLE_01730",194,219,159,615,621,618
"NHECHLLE_01731",461,443,462,67,73,76
"NHECHLLE_01732",184,209,189,445,533,506
"NHECHLLE_01733",472,507,449,641,715,659
"NHECHLLE_01734",140,140,111,30,48,35
"NHECHLLE_01735",5,2,1,0,2,0
"NHECHLLE_01736",1,2,3,3,2,3
"NHECHLLE_01737",356,315,316,155,163,168
"NHECHLLE_01738",1518,1636,1438,791,914,776
"NHECHLLE_01739",11594,11706,10913,6420,7801,7574
"NHECHLLE_01740",10965,11267,10174,319,360,361
"NHECHLLE_01741",3688,3635,3574,164,206,180
"NHECHLLE_01742",406,406,352,35,49,41
"NHECHLLE_01743",371,309,273,29,44,23
"NHECHLLE_01744",2623,2829,2734,666,738,754
"NHECHLLE_01745",377,479,415,195,226,183
"NHECHLLE_01746",68,72,58,56,34,45
"NHECHLLE_01747",267,241,234,233,276,277
"NHECHLLE_01748",537,519,434,738,845,865
"NHECHLLE_01749",94,93,88,66,95,79
"NHECHLLE_01750",2386,2607,2350,3656,4106,3853
"NHECHLLE_01751",158,168,147,143,165,162
"NHECHLLE_01752",474,444,412,521,577,527
"NHECHLLE_01753",77,80,86,80,84,75
"NHECHLLE_01754",182,192,162,56,64,50
"NHECHLLE_01755",415,474,455,1117,1342,1254
"NHECHLLE_01756",784,827,763,204,307,288
"NHECHLLE_01757",1884,1862,1913,77,110,84
"NHECHLLE_01758",3199,3106,2977,251,264,269
"NHECHLLE_01759",103,105,103,82,81,76
"NHECHLLE_01760",79,101,82,38,69,63
"NHECHLLE_01761",160,193,179,128,128,126
"NHECHLLE_01762",316,341,323,219,214,218
"NHECHLLE_01763",194,206,173,146,159,145
"NHECHLLE_01764",2826,2730,2490,2826,3081,2975
"NHECHLLE_01765",279,265,281,334,409,361
"NHECHLLE_01766",978,929,837,1588,1890,1724
"NHECHLLE_01767",850,851,734,150,176,196
"NHECHLLE_01768",252,245,230,19,22,20
"NHECHLLE_01769",438,467,484,309,446,314
"NHECHLLE_01770",630,619,633,429,507,497
"NHECHLLE_01771",2013,2192,1950,1091,1339,1275
"NHECHLLE_01772",1394,1236,1152,664,794,711
"NHECHLLE_01773",1188,1311,1120,1794,2209,1951
"NHECHLLE_01774",1256,1188,1235,135,153,130
"NHECHLLE_01775",2774,2973,2752,404,562,566
"NHECHLLE_01776",7185,6988,6141,1901,2470,2293
"NHECHLLE_01777",628,663,602,260,301,292
"NHECHLLE_01778",8977,9114,8392,15124,17051,15964
"NHECHLLE_01779",25,30,19,125,148,193
"NHECHLLE_01780",34,58,44,509,526,643
"NHECHLLE_01781",1336,1442,1131,2866,2997,3521
"NHECHLLE_01782",2010,2021,1847,657,790,735
"NHECHLLE_01783",521,551,566,210,274,263
"NHECHLLE_01784",180,199,189,79,105,103
"NHECHLLE_01785",1148,1114,1028,717,827,731
"NHECHLLE_01786",5403,5365,4687,615,749,667
"NHECHLLE_01787",425,488,375,576,695,620
"NHECHLLE_01788",416,355,322,71,105,100
"NHECHLLE_01789",1128,780,866,261,251,271
"NHECHLLE_01790",1474,1022,1259,495,568,556
"NHECHLLE_01791",442,298,330,207,214,218
"NHECHLLE_01792",5059,3160,3811,2719,2813,3060
"NHECHLLE_01793",874,584,689,258,227,277
"NHECHLLE_01794",4429,4088,4069,799,970,867
"NHECHLLE_01795",1153,1321,1103,568,849,759
"NHECHLLE_01796",3251,3202,2883,2700,3003,2711
"NHECHLLE_01797",285,251,214,2460,2689,2435
"NHECHLLE_01798",87,108,107,938,1103,1076
"NHECHLLE_01799",159,169,158,1668,2019,1724
"NHECHLLE_01800",9236,9515,8604,4125,4646,4374
"NHECHLLE_01801",9517,10594,9513,2239,2338,2454
"NHECHLLE_01802",6914,8429,7153,1764,2017,1930
"NHECHLLE_01803",10725,11918,10677,3960,4930,4237
"NHECHLLE_01804",719,645,573,5843,6728,6923
"NHECHLLE_01805",626,583,529,4513,4733,4875
"NHECHLLE_01806",572,551,528,3080,3246,3621
"NHECHLLE_01807",461,470,407,2386,2399,2519
"NHECHLLE_01808",717,568,491,2395,2525,2673
"NHECHLLE_01809",985,904,813,4187,4255,4503
"NHECHLLE_01810",1729,1649,1346,6548,6505,6992
"NHECHLLE_01811",914,783,763,3342,3505,3758
"NHECHLLE_01812",1779,1590,1511,5307,5308,5741
"NHECHLLE_01813",3264,3394,2851,4789,5307,5037
"NHECHLLE_01814",1,0,1,0,0,0
"NHECHLLE_01815",20,18,16,3,1,2
"NHECHLLE_01816",594,571,545,568,621,579
"NHECHLLE_01817",529,581,495,370,369,340
"NHECHLLE_01818",1600,1634,1516,1331,1506,1434
"NHECHLLE_01819",313,298,283,183,198,214
"NHECHLLE_01820",273,250,203,86,90,107
"NHECHLLE_01821",1685,2040,1587,24,48,38
"NHECHLLE_01822",279,286,246,241,251,243
"NHECHLLE_01823",655,683,656,370,394,401
"NHECHLLE_01824",203,185,172,63,94,94
"NHECHLLE_01825",2347,2214,2019,3613,3669,3620
"NHECHLLE_01826",1951,1874,1910,2806,3431,3271
"NHECHLLE_01827",951,885,845,594,738,601
"NHECHLLE_01828",757,765,672,592,717,645
"NHECHLLE_01829",2866,2640,2177,2032,2582,2133
"NHECHLLE_01830",1924,1976,1738,2158,2261,2258
"NHECHLLE_01831",4242,4119,3693,5916,6457,5709
"NHECHLLE_01832",8739,9942,10195,3784,4999,4428
"NHECHLLE_01833",524,529,469,893,977,1053
"NHECHLLE_01834",1404,1453,1337,298,368,351
"NHECHLLE_01835",448,335,409,57,82,79
"NHECHLLE_01836",787,732,582,738,845,794
"NHECHLLE_01837",989,1013,838,2335,2705,2663
"NHECHLLE_01838",1505,1588,1284,3277,3599,3634
"NHECHLLE_01839",92,84,98,219,257,240
"NHECHLLE_01840",1367,1255,1060,9874,10484,8636
"NHECHLLE_01841",252,215,188,3567,3756,3297
"NHECHLLE_01842",160,146,156,2770,2892,2530
"NHECHLLE_01843",1302,1193,1208,426,503,432
"NHECHLLE_01844",253,249,205,314,365,317
"NHECHLLE_01845",83,57,69,317,305,331
"NHECHLLE_01846",32,24,23,17,21,11
"NHECHLLE_01847",845,872,688,314,391,355
"NHECHLLE_01848",476,488,432,276,334,294
"NHECHLLE_01849",22,31,22,14,32,34
"NHECHLLE_01850",45,67,62,34,48,40
"NHECHLLE_01851",89,77,79,1144,1096,1104
"NHECHLLE_01852",239,216,203,664,708,705
"NHECHLLE_01853",70,61,72,206,220,226
"NHECHLLE_01854",54,61,51,107,113,93
"NHECHLLE_01855",54,47,47,83,95,76
"NHECHLLE_01856",96,83,63,104,137,107
"NHECHLLE_01857",11,6,7,8,11,11
"NHECHLLE_01858",105,85,91,58,73,72
"NHECHLLE_01859",15,15,10,6,16,18
"NHECHLLE_01860",35,32,22,17,26,30
"NHECHLLE_01861",13,10,12,0,5,4
"NHECHLLE_01862",2352,2648,2194,1836,2250,2020
"NHECHLLE_01863",2344,2351,2056,1785,2118,1802
"NHECHLLE_01864",10238,11522,11263,1636,2006,1811
"NHECHLLE_01865",9247,7334,6916,1113,1332,1327
"NHECHLLE_01866",5021,5020,4471,7525,8117,7640
"NHECHLLE_01867",2535,2708,2407,3026,3674,3374
"NHECHLLE_01868",2352,1979,1660,671,788,774
"NHECHLLE_01869",580,563,515,201,257,226
"NHECHLLE_01870",3214,3047,2757,1414,1448,1363
"NHECHLLE_01871",2219,1788,1631,1237,1307,1250
"NHECHLLE_01872",160,166,174,95,81,98
"NHECHLLE_01873",7097,7636,6919,5767,6785,6383
"NHECHLLE_01874",2240,1931,1782,2302,2612,2486
"NHECHLLE_01875",8064,7009,6840,7774,8605,7717
"NHECHLLE_01876",3185,3212,2935,934,1048,1036
"NHECHLLE_01877",1920,2149,1881,988,1060,1012
"NHECHLLE_01878",441,421,382,499,505,477
"NHECHLLE_01879",300,312,262,747,752,781
"NHECHLLE_01880",6129,6660,6036,5501,6850,6529
"NHECHLLE_01881",106,111,100,2345,2798,2782
"NHECHLLE_01882",132,120,118,3128,3357,3588
"NHECHLLE_01883",153,171,145,574,694,648
"NHECHLLE_01884",1025,1008,840,795,1000,879
"NHECHLLE_01885",1410,1318,1263,1144,1138,1017
"NHECHLLE_01886",6299,6012,5678,7087,7890,7175
"NHECHLLE_01887",2003,1769,1813,556,636,552
"NHECHLLE_01888",822,969,831,1659,1798,1719
"NHECHLLE_01889",1275,1445,1317,172,202,186
"NHECHLLE_01890",141,192,168,60,79,64
"NHECHLLE_01891",1231,1349,1264,1381,1534,1492
"NHECHLLE_01892",9686,8980,7580,4042,4176,4125
"NHECHLLE_01893",1294,1077,1049,509,542,511
"NHECHLLE_01894",2959,2758,2471,1439,1493,1343
"NHECHLLE_01895",2139,2413,2214,356,402,401
"NHECHLLE_01896",2427,2236,1866,667,692,661
"NHECHLLE_01897",3480,3178,3076,2415,2683,2400
"NHECHLLE_01898",2007,2139,1941,1555,1907,1601
"NHECHLLE_01899",4654,4432,3950,6888,7485,6669
"NHECHLLE_01900",2218,2144,2019,3680,4034,3548
"NHECHLLE_01901",1811,1827,1497,2061,2362,2239
"NHECHLLE_01902",6426,6260,5355,8892,11185,9516
"NHECHLLE_01903",862,993,888,1496,1832,1665
"NHECHLLE_01904",418,452,424,343,389,306
"NHECHLLE_01905",147,151,132,61,76,67
"NHECHLLE_01906",506,542,467,312,323,358
"NHECHLLE_01907",352,350,341,277,282,321
"NHECHLLE_01908",12,7,10,3,2,3
"NHECHLLE_01909",69,79,61,23,35,16
"NHECHLLE_01910",21,25,19,5,8,8
"NHECHLLE_01911",66,70,73,9,16,18
"NHECHLLE_01912",2174,2286,2002,1187,1356,1151
"NHECHLLE_01913",2279,2197,2074,1549,1809,1491
"NHECHLLE_01914",8180,8466,7532,7824,8489,7776
"NHECHLLE_01915",0,3,1,0,2,2
"NHECHLLE_01916",298,297,303,227,238,226
"NHECHLLE_01917",93,96,103,61,60,57
"NHECHLLE_01918",48,67,52,29,26,25
"NHECHLLE_01919",119,135,108,122,158,100
"NHECHLLE_01920",14805,16284,14313,1998,2426,2092
"NHECHLLE_01921",100,120,106,240,264,225
"NHECHLLE_01922",1396,1253,1056,2072,2384,2008
"NHECHLLE_01923",109,107,83,123,133,126
"NHECHLLE_01924",6,22,11,31,33,34
"NHECHLLE_01925",18,27,19,22,42,33
"NHECHLLE_01926",118,144,121,129,144,157
"NHECHLLE_01927",347,419,389,390,421,438
"NHECHLLE_01928",273,229,283,105,135,123
"NHECHLLE_01929",33,50,43,22,25,28
"NHECHLLE_01930",537,570,541,832,958,881
"NHECHLLE_01931",1370,1485,1404,2817,3135,2857
"NHECHLLE_01932",991,1099,788,3141,3481,3827
"NHECHLLE_01933",2,1,1,2,1,3
"NHECHLLE_01934",160,144,121,255,287,285
"NHECHLLE_01935",382,346,310,266,337,314
"NHECHLLE_01936",522,592,502,776,1052,922
"NHECHLLE_01937",640,572,522,960,1165,1041
"NHECHLLE_01938",140,156,134,357,383,358
"NHECHLLE_01939",4089,3761,3825,93,126,130
"NHECHLLE_01940",5497,5504,5000,239,275,267
"NHECHLLE_01941",7029,6555,6132,421,481,419
"NHECHLLE_01942",715,805,711,534,601,501
"NHECHLLE_01943",1489,1491,1473,1260,1508,1197
"NHECHLLE_01944",650,639,643,265,243,264
"NHECHLLE_01945",713,743,691,297,336,307
"NHECHLLE_01946",1142,1080,1089,272,347,275
"NHECHLLE_01947",1670,1897,1657,1053,1231,1157
"NHECHLLE_01948",94,90,90,102,133,114
"NHECHLLE_01949",1042,955,896,4756,5163,4729
"NHECHLLE_01950",4052,3864,3621,620,726,779
"NHECHLLE_01951",6095,5371,4969,1441,1629,1532
"NHECHLLE_01952",1607,1476,1432,780,915,880
"NHECHLLE_01953",116,88,100,44,57,46
"NHECHLLE_01954",48,44,34,24,29,20
"NHECHLLE_01955",126,137,148,76,72,65
"NHECHLLE_01956",127,170,121,91,106,108
"NHECHLLE_01957",1760,1807,1578,1808,2221,1930
"NHECHLLE_01958",674,712,673,3149,3471,3078
"NHECHLLE_01959",198,158,154,2328,2959,2605
"NHECHLLE_01960",648,667,523,2043,2169,2105
"NHECHLLE_01961",5123,5152,4351,3648,4692,3912
"NHECHLLE_01962",597,570,499,813,956,862
"NHECHLLE_01963",848,804,751,2370,2587,2621
"NHECHLLE_01964",1229,1227,1153,1294,1369,1261
"NHECHLLE_01965",101,97,97,80,93,88
"NHECHLLE_01966",308,270,269,173,192,198
"NHECHLLE_01967",892,716,661,549,629,620
"NHECHLLE_01968",1649,1400,1306,629,728,649
"NHECHLLE_01969",5133,4869,4229,3774,4143,3852
"NHECHLLE_01970",1044,1095,958,901,1114,980
"NHECHLLE_01971",1739,1972,1778,1384,1747,1587
"NHECHLLE_01972",183,249,201,80,99,83
"NHECHLLE_01973",4546,4386,3880,1414,1676,1570
"NHECHLLE_01974",4983,4698,4344,2557,2938,2719
"NHECHLLE_01975",2700,2904,2747,1667,1878,1803
"NHECHLLE_01976",1789,1774,1597,321,333,355
"NHECHLLE_01977",2638,2593,2433,521,632,566
"NHECHLLE_01978",557,548,472,176,201,168
"NHECHLLE_01979",1379,1161,1134,519,587,520
"NHECHLLE_01980",1533,1739,1434,856,983,993
"NHECHLLE_01981",5433,5120,4615,3697,4084,3799
"NHECHLLE_01982",548,553,512,657,767,641
"NHECHLLE_01983",2808,2678,2478,2691,3181,2917
"NHECHLLE_01984",570,605,578,450,528,478
"NHECHLLE_01985",7334,7576,6780,1890,2103,1945
"NHECHLLE_01986",553,432,343,325,409,391
"NHECHLLE_01987",811,637,594,884,1019,889
"NHECHLLE_01988",707,713,673,1121,1300,1151
"NHECHLLE_01989",1076,1009,1029,1250,1413,1265
"NHECHLLE_01990",642,649,587,1072,1270,1050
"NHECHLLE_01991",6818,6243,5491,2185,2438,2215
"NHECHLLE_01992",38,35,28,62,48,67
"NHECHLLE_01993",114,162,119,107,122,122
"NHECHLLE_01994",825,876,751,1850,1962,1805
"NHECHLLE_01995",452,457,403,350,420,381
"NHECHLLE_01996",1010,922,811,677,829,961
"NHECHLLE_01997",1962,1931,1912,2976,3368,3118
"NHECHLLE_01998",1030,930,882,1329,1499,1350
"NHECHLLE_01999",474,510,445,560,629,534
"NHECHLLE_02000",791,721,718,741,893,851
"NHECHLLE_02001",1288,1251,1028,1251,1533,1340
"NHECHLLE_02002",830,873,803,1004,1227,1090
"NHECHLLE_02003",641,580,549,111,127,96
"NHECHLLE_02004",1596,1198,1111,672,761,652
"NHECHLLE_02005",759,638,621,443,512,460
"NHECHLLE_02006",1090,920,871,559,676,619
"NHECHLLE_02007",2479,2247,2024,1256,1730,1485
"NHECHLLE_02008",8787,9303,8000,3269,3785,3402
"NHECHLLE_02009",185,169,141,4666,4600,4893
"NHECHLLE_02010",85,71,57,1547,1702,1743
"NHECHLLE_02011",137,159,108,1448,1684,1833
"NHECHLLE_02012",144,131,116,274,292,332
"NHECHLLE_02013",297,320,289,125,137,128
"NHECHLLE_02014",265,236,243,66,87,60
"NHECHLLE_02015",270,230,183,54,84,73
"NHECHLLE_02016",456,580,534,272,288,287
"NHECHLLE_02017",68,78,69,10,17,7
"NHECHLLE_02018",183,214,176,55,62,73
"NHECHLLE_02019",38,42,52,17,21,16
"NHECHLLE_02020",580,536,504,346,422,354
"NHECHLLE_02021",1887,1913,1752,843,1038,925
"NHECHLLE_02022",4,3,5,1,2,3
"NHECHLLE_02023",9256,9219,8347,6830,7878,9195
"NHECHLLE_02024",41196,41369,38085,39209,44983,48516
"NHECHLLE_02025",365,368,370,224,288,258
"NHECHLLE_02026",8138,7781,7137,1273,1431,1352
"NHECHLLE_02027",206657,227173,198157,34927,45197,38256
"NHECHLLE_02028",6103,5496,4550,3872,4258,4280
"NHECHLLE_02029",3075,2815,2405,1992,2233,2155
"NHECHLLE_02030",25099,31431,27913,5277,6227,5750
"NHECHLLE_02031",10,15,7,17,13,15
"NHECHLLE_02032",31,24,19,32,45,29
"NHECHLLE_02033",36,37,43,53,76,72
"NHECHLLE_02034",83,73,71,134,149,166
"NHECHLLE_02035",514,470,392,2400,3110,2601
"NHECHLLE_02036",400,541,384,90,117,93
"NHECHLLE_02037",45,56,37,2,1,4
"NHECHLLE_02038",669,690,624,291,370,346
"NHECHLLE_02039",2887,2951,2659,6533,7170,6470
"NHECHLLE_02040",2485,2292,2037,5515,6340,6049
"NHECHLLE_02041",2974,3121,2800,8399,9970,8940
"NHECHLLE_02042",8582,8404,7995,4381,4756,4450
"NHECHLLE_02043",1317,1522,1356,748,933,878
"NHECHLLE_02044",4857,4730,4361,3007,3285,2928
"NHECHLLE_02045",5786,5742,5160,4032,4355,4124
"NHECHLLE_02046",1573,1563,1596,1747,2047,1728
"NHECHLLE_02047",3483,3622,3475,1692,1870,1749
"NHECHLLE_02048",5814,5655,5533,4933,6358,5548
"NHECHLLE_02049",816,893,978,956,1078,949
"NHECHLLE_02050",1356,1455,1285,537,650,596
"NHECHLLE_02051",1154,1119,960,1950,2197,2026
"NHECHLLE_02052",1598,1451,1408,538,626,711
"NHECHLLE_02053",8946,8319,7833,5699,6232,6536
"NHECHLLE_02054",638,566,594,1070,1240,1141
"NHECHLLE_02055",2867,2845,2754,5040,5679,5122
"NHECHLLE_02056",176,224,230,16,31,33
"NHECHLLE_02057",2647,2955,2604,527,636,609
"NHECHLLE_02058",3049,3077,2946,820,1144,919
"NHECHLLE_02059",1318,1554,1186,335,428,334
"NHECHLLE_02060",3539,3466,3188,1385,1725,1390
"NHECHLLE_02061",3564,3563,3265,4235,4993,4462
"NHECHLLE_02062",2569,2261,2164,3404,4141,3609
"NHECHLLE_02063",2334,2344,2272,2720,3000,2584
"NHECHLLE_02064",4278,4119,3860,5501,6088,5470
"NHECHLLE_02065",1721,1896,1687,507,559,535
"NHECHLLE_02066",191,236,202,65,76,64
"NHECHLLE_02067",2685,2843,2682,906,1126,975
"NHECHLLE_02069",200,217,222,50,60,51
"NHECHLLE_02070",5377,5357,4525,527,585,627
"NHECHLLE_02071",347,370,363,479,559,457
"NHECHLLE_02072",66284,74524,62893,10542,11777,10816
"NHECHLLE_02073",22588,24930,21721,4434,4698,4439
"NHECHLLE_02074",72267,65804,59338,16991,18106,16267
"NHECHLLE_02075",7896,8279,7366,10661,12284,11749
"NHECHLLE_02076",5513,5524,5060,11463,12130,10940
"NHECHLLE_02077",12980,13411,11440,32976,35029,32630
"NHECHLLE_02078",5607,5408,5168,7651,8707,8234
"NHECHLLE_02079",5664,5513,5628,6247,7764,6811
"NHECHLLE_02080",412,412,451,649,727,655
"NHECHLLE_02081",866,760,718,560,604,613
"NHECHLLE_02082",6734,6732,5754,9617,10889,10198
"NHECHLLE_02083",10661,11796,9837,17916,19548,19196
"NHECHLLE_02084",3353,4043,3697,4510,6176,5447
"NHECHLLE_02085",1857,1780,1703,2664,3079,2886
"NHECHLLE_02086",2770,2748,2637,4199,4546,4189
"NHECHLLE_02087",383,385,400,411,413,354
"NHECHLLE_02088",1986,1938,1857,2125,2489,2128
"NHECHLLE_02089",2356,2486,2266,2658,2978,2578
"NHECHLLE_02090",1746,1658,1560,1664,1887,1466
"NHECHLLE_02091",9135,9063,8146,10293,11696,10576
"NHECHLLE_02092",86,67,76,109,122,111
"NHECHLLE_02093",528,610,511,916,1019,1037
"NHECHLLE_02094",126,118,127,84,116,113
"NHECHLLE_02095",3871,3422,3177,3629,4493,3870
"NHECHLLE_02096",7352,7150,6269,7768,9368,9503
"NHECHLLE_02097",968,1160,1047,1639,1890,1758
"NHECHLLE_02098",14650,13079,11397,6342,7100,6845
"NHECHLLE_02099",5311,5183,4672,2388,2853,2477
"NHECHLLE_02100",4412,4451,3982,1602,1914,1591
"NHECHLLE_02101",3852,3325,3151,1957,2229,1962
"NHECHLLE_02102",7824,8220,7752,4986,5774,4917
"NHECHLLE_02103",30036,28422,25150,14474,17359,15724
"NHECHLLE_02104",21782,19598,19002,15203,16800,15619
"NHECHLLE_02105",4656,4243,4121,5453,6025,5655
"NHECHLLE_02106",10113,10150,8550,11516,13438,12202
"NHECHLLE_02107",16336,15740,13562,17143,19968,18675
"NHECHLLE_02108",18981,19419,16159,18668,19552,17181
"NHECHLLE_02109",14223,14397,13379,2445,2969,2646
"NHECHLLE_02110",6486,6476,5937,2910,3403,3199
"NHECHLLE_02111",1605,1785,1861,559,629,550
"NHECHLLE_02112",352,307,296,308,344,319
"NHECHLLE_02113",1713,2018,1862,1305,1451,1338
"NHECHLLE_02114",2388,2543,2428,1854,2214,2039
"NHECHLLE_02115",3646,3700,3236,2693,3020,2788
"NHECHLLE_02116",2271,2372,1960,3320,3996,3690
"NHECHLLE_02117",86,82,68,2833,2853,3452
"NHECHLLE_02118",131,157,99,4401,5223,6246
"NHECHLLE_02119",201,189,153,5822,6406,8722
"NHECHLLE_02120",7,5,2,179,168,217
"NHECHLLE_02121",2,1,1,57,42,53
"NHECHLLE_02122",6,4,4,54,62,68
"NHECHLLE_02123",335,302,244,451,553,525
"NHECHLLE_02124",265,306,330,1210,1976,1525
"NHECHLLE_02126",576,639,581,809,1024,877
"NHECHLLE_02127",142,148,137,177,238,231
"NHECHLLE_02128",693,723,666,613,796,697
"NHECHLLE_02129",1184,1138,1028,593,774,625
"NHECHLLE_02130",384,375,336,218,254,218
"NHECHLLE_02131",471,486,451,391,432,403
"NHECHLLE_02132",1172,1358,1251,874,1078,996
"NHECHLLE_02133",106,128,118,1876,2283,2008
"NHECHLLE_02134",12,17,16,171,254,182
"NHECHLLE_02135",43,38,36,291,439,302
"NHECHLLE_02136",13,6,11,118,121,126
"NHECHLLE_02137",211,203,204,956,1249,1137
"NHECHLLE_02138",149,139,122,974,1196,1069
"NHECHLLE_02139",40,59,33,319,394,324
"NHECHLLE_02140",0,0,0,0,0,0
"NHECHLLE_02141",77,80,86,508,585,500
"NHECHLLE_02142",25,27,11,145,158,198
"NHECHLLE_02143",6,4,3,16,17,36
"NHECHLLE_02144",7,7,6,43,43,36
